0.75	0.59375	-0.25
0.734375	0.515625	-0.375
0.75	0.53125	-0.296875
0.6875	0.515625	-0.328125
0.75	0.453125	-0.375
0.75	0.515625	-0.25
0.75	0.515625	-0.359375
0.765625	0.5	-0.296875
0.734375	0.578125	-0.328125
0.75	0.59375	-0.3125
0.765625	0.546875	-0.34375
0.75	0.53125	-0.359375
0.75	0.578125	-0.359375
0.765625	0.53125	-0.25
0.75	0.5625	-0.21875
0.703125	0.625	-0.28125
0.75	0.609375	-0.25
0.765625	0.59375	-0.265625
0.78125	0.53125	-0.21875
0.78125	0.609375	-0.25
0.78125	0.5625	-0.234375
0.8125	0.625	-0.21875
0.8125	0.625	-0.21875
0.765625	0.53125	-0.21875
0.71875	0.703125	-0.078125
0.703125	0.46875	-0.15625
