
-0.84375	-0.09375	0.109375
-0.046875	-0.15625	-1.734375
0.40625	0.375	-0.078125
0.296875	-0.1875	-0.109375
0.296875	-0.28125	-0.09375
-0.296875	-0.828125	0.328125
-0.5	-0.796875	0.71875
-2.0	0.28125	1.25
-2.0	0.28125	0.09375
-2.0	0.453125	0.828125
-1.765625	-0.0625	1.234375
-1.953125	0.03125	2.0
-2.0	0.328125	2.0
-2.0	1.484375	1.1875
-2.0	1.796875	-0.109375
0.5	1.984375	-0.421875
1.40625	1.90625	1.0
1.21875	1.140625	0.828125
1.984375	1.984375	0.71875
0.875	1.984375	-0.375
1.515625	1.984375	-0.390625
1.203125	1.984375	0.46875
1.984375	1.984375	2.0
-1.546875	1.984375	2.0
-1.4375	1.984375	-0.703125
1.984375	1.984375	-1.984375
1.984375	1.984375	0.109375
1.828125	1.984375	2.0
0.25	0.234375	-0.125
1.0	1.984375	-0.5625
0.171875	1.984375	0.984375
-2.0	1.984375	0.484375
-1.640625	1.0625	0.40625
-0.765625	0.3125	0.078125
-0.171875	-0.015625	-0.390625
0.203125	0.734375	-0.484375
-0.0625	-0.640625	-0.359375
-0.25	-0.546875	0.03125
-0.203125	-0.71875	0.515625
-0.5	-0.5	0.796875
-0.40625	-0.328125	1.09375
-0.28125	-0.171875	1.0625
-0.203125	-0.09375	0.953125
-0.203125	-0.171875	1.078125
-0.25	-0.109375	1.046875
-0.359375	-0.03125	0.78125
-0.359375	-0.03125	0.9375
-0.65625	0.09375	0.703125
-0.484375	0.0625	0.796875
-0.46875	0.03125	0.953125
-0.484375	0.0	0.84375
-0.53125	0.03125	0.765625
-0.5625	0.046875	0.765625
-0.5625	0.09375	0.765625
-0.5625	0.078125	0.71875
-0.5625	0.109375	0.609375
-0.640625	0.125	0.5
-0.5	0.21875	0.484375
-0.390625	0.203125	0.4375
-0.484375	0.234375	0.6875
-0.59375	0.265625	0.78125
-0.875	0.609375	0.75
-0.953125	1.015625	0.75
-0.765625	0.90625	0.734375
-0.5625	0.75	0.546875
-0.390625	0.75	0.546875
-0.5	0.71875	0.578125
-0.421875	0.71875	0.546875
-0.40625	0.765625	0.546875
-0.453125	0.71875	0.515625
-0.421875	0.75	0.546875
-0.4375	0.71875	0.53125
-0.4375	0.75	0.546875
-0.4375	0.75	0.53125
-0.46875	0.71875	0.515625
-0.453125	0.734375	0.53125
-0.421875	0.734375	0.53125
-0.4375	0.734375	0.515625
-0.453125	0.75	0.53125
-0.453125	0.734375	0.546875
-0.4375	0.734375	0.515625
-0.4375	0.75	0.515625
-0.421875	0.75	0.515625
-0.40625	0.734375	0.515625
-0.40625	0.734375	0.53125
-0.421875	0.75	0.484375
-0.40625	0.765625	0.53125
